x2,w2,x3,w3,x4,w4,x5,w5,x6,w6
513,2.426484067718046,513,2.3941272356893206,513,2.3626425383637506,513,2.3319943485087635,513,2.3021501938286706
514,2.426501375443455,514,2.394144345122076,514,2.3626594564627483,514,2.3320110746250458,514,2.3021667260257033
515,2.426518681051161,515,2.394161452470548,515,2.3626763724921105,515,2.3320277986875473,515,2.3021832561992337
516,2.4265359845413497,516,2.3941785577348966,516,2.3626932864519947,516,2.332044520696434,516,2.3021997843494124
517,2.4265532859142054,517,2.3941956609152824,517,2.362710198342561,517,2.3320612406518713,517,2.3022163104763886
518,2.4265705851699133,518,2.3942127620118607,518,2.362727108163965,518,2.3320779585540232,518,2.302232834580312
519,2.4265878823086586,519,2.394229861024794,519,2.3627440159163666,519,2.332094674403057,519,2.302249356661333
520,2.426605177330626,520,2.394246957954239,520,2.362760921599923,520,2.3321113881991367,520,2.3022658767196003
521,2.4266224702360004,521,2.3942640528003567,521,2.362777825214791,521,2.3321280999424268,521,2.302282394755265
522,2.426639761024966,522,2.394281145563304,522,2.362794726761131,522,2.332144809633094,522,2.302298910768475
523,2.4266570496977087,523,2.3942982362432406,523,2.3628116262390986,523,2.332161517271302,523,2.3023154247593802
524,2.426674336254414,524,2.394315324840326,524,2.362828523648853,524,2.3321782228572188,524,2.302331936728132
525,2.426691620695265,525,2.3943324113547186,525,2.3628454189905526,525,2.332194926391007,525,2.302348446674879
526,2.4267089030204487,526,2.3943494957865785,526,2.3628623122643533,526,2.332211627872832,526,2.302364954599771
527,2.4267261832301474,527,2.3943665781360637,527,2.3628792034704156,527,2.3322283273028614,527,2.302381460502958
528,2.4267434613245484,528,2.3943836584033327,528,2.3628960926088958,528,2.332245024681258,528,2.3023979643845895
529,2.4267607373038356,529,2.394400736588546,529,2.3629129796799515,529,2.3322617200081885,529,2.3024144662448145
530,2.4267780111681945,530,2.3944178126918603,530,2.362929864683742,530,2.3322784132838166,530,2.3024309660837834
531,2.4267952829178094,531,2.3944348867134377,531,2.3629467476204256,531,2.3322951045083093,531,2.3024474639016463
532,2.426812552552866,532,2.3944519586534345,532,2.362963628490158,532,2.3323117936818307,532,2.3024639596985517
533,2.4268298200735474,533,2.3944690285120114,533,2.362980507293099,533,2.332328480804547,533,2.302480453474651
534,2.426847085480041,534,2.394486096289327,534,2.362997384029406,534,2.332345165876622,534,2.302496945230092
535,2.426864348772531,535,2.394503161985539,535,2.3630142586992373,535,2.3323618488982216,535,2.3025134349650265
536,2.4268816099512005,536,2.3945202256008074,536,2.36303113130275,536,2.3323785298695126,536,2.302529922679602
537,2.4268988690162363,537,2.394537287135292,537,2.363048001840103,537,2.332395208790658,537,2.3025464083739693
538,2.4269161259678227,538,2.3945543465891506,538,2.363064870311454,538,2.3324118856618234,538,2.3025628920482784
539,2.4269333808061453,539,2.3945714039625416,539,2.3630817367169596,539,2.3324285604831765,539,2.302579373702679
540,2.4269506335313884,540,2.3945884592556266,540,2.3630986010567803,540,2.3324452332548793,540,2.30259585333732
541,2.4269678841437368,541,2.394605512468562,541,2.3631154633310723,541,2.3324619039770984,541,2.3026123309523516
542,2.4269851326433756,542,2.3946225636015095,542,2.3631323235399933,542,2.3324785726499995,542,2.3026288065479243
543,2.42700237903049,543,2.3946396126546245,543,2.3631491816837027,543,2.332495239273748,543,2.302645280124186
544,2.4270196233052643,544,2.3946566596280685,544,2.3631660377623573,544,2.3325119038485074,544,2.3026617516812884
545,2.427036865467884,545,2.3946737045219995,545,2.3631828917761153,545,2.3325285663744455,545,2.3026782212193795
546,2.4270541055185344,546,2.3946907473365773,546,2.3631997437251355,546,2.3325452268517246,546,2.3026946887386095
547,2.427071343457399,547,2.3947077880719587,547,2.3632165936095744,547,2.3325618852805126,547,2.3027111542391285
548,2.427088579284664,548,2.3947248267283063,548,2.36323344142959,548,2.3325785416609737,548,2.3027276177210867
549,2.4271058130005136,549,2.394741863305777,549,2.363250287185342,549,2.3325951959932727,549,2.3027440791846328
550,2.427123044605134,550,2.394758897804529,550,2.3632671308769866,550,2.3326118482775753,550,2.3027605386299173
551,2.427140274098709,551,2.394775930224723,551,2.363283972504682,551,2.3326284985140475,551,2.3027769960570885
552,2.4271575014814233,552,2.394792960566518,552,2.363300812068588,552,2.3326451467028533,552,2.3027934514662975
553,2.4271747267534622,553,2.394809988830071,553,2.3633176495688595,553,2.332661792844157,553,2.302809904857694
554,2.427191949915011,554,2.3948270150155424,554,2.363334485005657,554,2.332678436938128,554,2.302826356231426
555,2.427209170966254,555,2.394844039123092,555,2.363351318379137,555,2.3326950789849272,555,2.3028428055876464
556,2.4272263899073767,556,2.394861061152877,556,2.3633681496894585,556,2.3327117189847217,556,2.302859252926501
557,2.427243606738563,557,2.3948780811050576,557,2.3633849789367787,557,2.3327283569376775,557,2.3028756982481426
558,2.4272608214599996,558,2.394895098979793,558,2.363401806121255,558,2.3327449928439576,558,2.3028921415527193
559,2.42727803407187,559,2.394912114777241,559,2.3634186312430465,559,2.3327616267037294,559,2.3029085828403817
560,2.427295244574359,560,2.3949291284975605,560,2.363435454302311,560,2.332778258517157,560,2.302925022111279
561,2.4273124529676533,561,2.3949461401409122,561,2.3634522752992058,561,2.3327948882844063,561,2.302941459365562
562,2.4273296592519364,562,2.3949631497074537,562,2.36346909423389,562,2.3328115160056417,562,2.302957894603378
563,2.427346863427392,563,2.394980157197344,563,2.3634859111065207,563,2.33282814168103,563,2.302974327824878
564,2.4273640654942077,564,2.394997162610743,564,2.3635027259172556,564,2.3328447653107345,564,2.3029907590302128
565,2.4273812654525666,565,2.3950141659478095,565,2.363519538666253,565,2.3328613868949217,565,2.3030071882195307
566,2.4273984633026546,566,2.3950311672087015,566,2.3635363493536703,566,2.3328780064337566,566,2.303023615392982
567,2.4274156590446565,567,2.395048166393579,567,2.3635531579796667,567,2.3328946239274044,567,2.3030400405507163
568,2.427432852678756,568,2.3950651635026006,568,2.3635699645444,568,2.3329112393760294,568,2.3030564636928825
569,2.4274500442051394,569,2.3950821585359257,569,2.3635867690480263,569,2.3329278527797994,569,2.303072884819632
570,2.4274672336239917,570,2.3950991514937123,570,2.3636035714907053,570,2.332944464138877,570,2.3030893039311136
571,2.4274844209354973,571,2.3951161423761196,571,2.363620371872595,571,2.3329610734534287,571,2.303105721027477
572,2.4275016061398405,572,2.395133131183308,572,2.3636371701938517,572,2.33297768072362,572,2.3031221361088714
573,2.427518789237207,573,2.3951501179154358,573,2.363653966454636,573,2.3329942859496153,573,2.303138549175447
574,2.4275359702277823,574,2.3951671025726604,574,2.363670760655103,574,2.3330108891315793,574,2.3031549602273533
575,2.42755314911175,575,2.395184085155143,575,2.363687552795413,575,2.33302749026968,575,2.3031713692647404
576,2.4275703258892967,576,2.395201065663042,576,2.3637043428757223,576,2.3330440893640803,576,2.3031877762877584
577,2.4275875005606045,577,2.3952180440965156,577,2.36372113089619,577,2.3330606864149455,577,2.303204181296556
578,2.4276046731258614,578,2.395235020455723,578,2.363737916856973,578,2.333077281422442,578,2.3032205842912834
579,2.427621843585251,579,2.3952519947408244,579,2.36375470075823,579,2.333093874386734,579,2.30323698527209
580,2.427639011938958,580,2.3952689669519764,580,2.3637714826001184,580,2.333110465307987,580,2.3032533842391256
581,2.427656178187167,581,2.3952859370893402,581,2.3637882623827973,581,2.3331270541863667,581,2.3032697811925407
582,2.427673342330065,582,2.395302905153074,582,2.3638050401064237,582,2.3331436410220374,582,2.3032861761324837
583,2.4276905043678343,583,2.3953198711433377,583,2.3638218157711552,583,2.3331602258151665,583,2.303302569059105
584,2.4277076643006614,584,2.3953368350602884,584,2.3638385893771505,584,2.3331768085659177,584,2.3033189599725543
585,2.427724822128731,585,2.3953537969040863,585,2.363855360924567,585,2.3331933892744545,585,2.3033353488729817
586,2.4277419778522282,586,2.39537075667489,586,2.3638721304135633,586,2.3332099679409453,586,2.3033517357605358
587,2.427759131471337,587,2.395387714372858,587,2.363888897844297,587,2.3332265445655542,587,2.303368120635367
588,2.427776282986243,588,2.3954046699981517,588,2.3639056632169257,588,2.3332431191484457,588,2.3033845034976252
589,2.4277934323971304,589,2.3954216235509276,589,2.363922426531609,589,2.3332596916897854,589,2.3034008843474605
590,2.427810579704185,590,2.395438575031345,590,2.363939187788502,590,2.33327626218974,590,2.303417263185022
591,2.427827724907592,591,2.395455524439564,591,2.3639559469877645,591,2.3332928306484724,591,2.303433640010458
592,2.4278448680075355,592,2.3954724717757427,592,2.3639727041295546,592,2.33330939706615,592,2.3034500148239205
593,2.4278620090042007,593,2.3954894170400407,593,2.363989459214029,593,2.333325961442936,593,2.3034663876255586
594,2.4278791478977735,594,2.3955063602326163,594,2.364006212241348,594,2.3333425237789966,594,2.303482758415521
595,2.427896284688437,595,2.3955233013536295,595,2.3640229632116667,595,2.333359084074498,595,2.303499127193959
596,2.4279134193763783,596,2.3955402404032373,596,2.3640397121251446,596,2.333375642329605,596,2.3035154939610205
597,2.427930551961779,597,2.395557177381601,597,2.36405645898194,597,2.333392198544481,597,2.303531858716857
598,2.4279476824448265,598,2.395574112288878,598,2.3640732037822096,598,2.333408752719295,598,2.303548221461617
599,2.4279648108257064,599,2.395591045125229,599,2.3640899465261116,599,2.3334253048542077,599,2.303564582195451
600,2.4279819371046014,600,2.3956079758908104,600,2.3641066872138055,600,2.3334418549493874,600,2.3035809409185064
601,2.427999061281698,601,2.3956249045857843,601,2.364123425845447,601,2.333458403004999,601,2.303597297630936
602,2.4280161833571814,602,2.3956418312103067,602,2.364140162421197,602,2.3334749490212063,602,2.3036136523328894
603,2.428033303331235,603,2.395658755764538,603,2.3641568969412092,603,2.3334914929981765,603,2.3036300050245133
604,2.4280504212040444,604,2.395675678248638,604,2.3641736294056455,604,2.3335080349360733,604,2.30364635570596
605,2.428067536975795,605,2.395692598662765,605,2.3641903598146614,605,2.333524574835063,605,2.303662704377379
606,2.428084650646671,606,2.395709517007077,606,2.364207088168416,606,2.33354111269531,606,2.303679051038919
607,2.428101762216859,607,2.395726433281734,607,2.364223814467068,607,2.333557648516981,607,2.3036953956907293
608,2.428118871686541,608,2.395743347486895,608,2.3642405387107726,608,2.333574182300239,608,2.303711738332962
609,2.4281359790559045,609,2.3957602596227194,609,2.364257260899691,609,2.333590714045251,609,2.303728078965764
610,2.4281530843251335,610,2.395777169689364,610,2.3642739810339792,610,2.3336072437521813,610,2.3037444175892876
611,2.4281701874944126,611,2.3957940776869906,611,2.3642906991137957,611,2.3336237714211965,611,2.3037607542036804
612,2.428187288563927,612,2.3958109836157573,612,2.3643074151392978,612,2.3336402970524603,612,2.3037770888090936
613,2.4282043875338624,613,2.3958278874758214,613,2.3643241291106443,613,2.333656820646139,613,2.303793421405676
614,2.428221484404402,614,2.3958447892673447,614,2.364340841027994,614,2.3336733422023963,614,2.3038097519935774
615,2.4282385791757326,615,2.395861688990484,615,2.364357550891502,615,2.3336898617214,615,2.303826080572948
616,2.4282556718480377,616,2.3958785866454,616,2.364374258701328,616,2.3337063792033135,616,2.303842407143936
617,2.4282727624215035,617,2.3958954822322505,617,2.364390964457631,617,2.333722894648303,617,2.303858731706693
618,2.4282898508963138,618,2.395912375751194,618,2.3644076681605677,618,2.333739408056532,618,2.303875054261368
619,2.4283069372726533,619,2.3959292672023906,619,2.364424369810296,619,2.333755919428168,619,2.303891374808111
620,2.4283240215507087,620,2.3959461565859983,620,2.364441069406974,620,2.333772428763375,620,2.30390769334707
621,2.428341103730663,621,2.395963043902177,621,2.3644577669507596,621,2.3337889360623185,621,2.3039240098783975
622,2.428358183812702,622,2.395979929151087,622,2.364474462441811,622,2.3338054413251634,622,2.3039403244022414
623,2.428375261797011,623,2.3959968123328834,623,2.3644911558802857,623,2.333821944552076,623,2.3039566369187514
624,2.4283923376837744,624,2.3960136934477285,624,2.364507847266342,624,2.33383844574322,624,2.3039729474280777
625,2.4284094114731762,625,2.3960305724957807,625,2.364524536600138,625,2.333854944898763,625,2.3039892559303703
626,2.428426483165404,626,2.396047449477198,626,2.3645412238818317,626,2.333871442018867,626,2.3040055624257785
627,2.4284435527606405,627,2.3960643243921402,627,2.3645579091115803,627,2.3338879371037002,627,2.304021866914452
628,2.42846062025907,628,2.396081197240766,628,2.3645745922895434,628,2.333904430153426,628,2.3040381693965397
629,2.42847768566088,629,2.396098068023235,629,2.3645912734158765,629,2.3339209211682106,629,2.304054469872193
630,2.428494748966253,630,2.3961149367397048,630,2.3646079524907395,630,2.3339374101482195,630,2.3040707683415604
631,2.428511810175376,631,2.396131803390336,631,2.36462462951429,631,2.333953897093617,631,2.304087064804792
632,2.4285288692884324,632,2.396148667975287,632,2.364641304486685,632,2.3339703820045683,632,2.304103359262037
633,2.428545926305608,633,2.396165530494716,633,2.3646579774080836,633,2.3339868648812403,633,2.3041196517134463
634,2.428562981227087,634,2.396182390948782,634,2.3646746482786436,634,2.3340033457237963,634,2.304135942159169
635,2.428580034053055,635,2.3961992493376454,635,2.3646913170985218,635,2.334019824532403,635,2.3041522305993545
636,2.428597084783696,636,2.3962161056614644,636,2.364707983867877,636,2.3340363013072243,636,2.3041685170341517
637,2.4286141334191966,637,2.3962329599203986,637,2.3647246485868667,637,2.3340527760484266,637,2.3041848014637116
638,2.428631179959739,638,2.396249812114605,638,2.36474131125565,638,2.334069248756174,638,2.304201083888184
639,2.4286482244055114,639,2.3962666622442446,639,2.3647579718743845,639,2.334085719430633,639,2.3042173643077186
640,2.4286652667566964,640,2.396283510309476,640,2.3647746304432267,640,2.334102188071968,640,2.304233642722464
641,2.42868230701348,641,2.396300356310458,641,2.364791286962337,641,2.3341186546803443,641,2.3042499191325705
642,2.4286993451760455,642,2.3963172002473487,642,2.36480794143187,642,2.334135119255928,642,2.304266193538189
643,2.428716381244581,643,2.3963340421203085,643,2.3648245938519876,643,2.334151581798884,643,2.304282465939467
644,2.428733415219269,644,2.3963508819294965,644,2.3648412442228444,644,2.3341680423093765,644,2.304298736336555
645,2.4287504471002945,645,2.3963677196750712,645,2.3648578925446007,645,2.334184500787572,645,2.304315004729604
646,2.4287674768878427,646,2.3963845553571907,646,2.364874538817413,646,2.3342009572336355,646,2.3043312711187625
647,2.428784504582099,647,2.396401388976014,647,2.36489118304144,647,2.334217411647732,647,2.3043475355041805
648,2.428801530183248,648,2.3964182205317024,648,2.3649078252168394,648,2.3342338640300264,648,2.304363797886007
649,2.428818553691474,649,2.396435050024412,649,2.364924465343768,649,2.3342503143806845,649,2.304380058264393
650,2.428835575106964,650,2.396451877454303,650,2.3649411034223866,650,2.3342667626998717,650,2.304396316639487
651,2.428852594429901,651,2.396468702821536,651,2.36495773945285,651,2.3342832089877525,651,2.3044125730114398
652,2.4288696116604696,652,2.396485526126267,652,2.364974373435318,652,2.3342996532444937,652,2.3044288273804003
653,2.428886626798857,653,2.3965023473686573,653,2.364991005369949,653,2.334316095470258,653,2.304445079746519
654,2.4289036398452457,654,2.3965191665488645,654,2.365007635256899,654,2.334332535665213,654,2.3044613301099437
655,2.4289206507998222,655,2.396535983667049,655,2.365024263096328,655,2.334348973829523,655,2.3044775784708267
656,2.42893765966277,656,2.396552798723368,656,2.365040888888391,656,2.334365409963354,656,2.3044938248293163
657,2.4289546664342763,657,2.3965696117179816,657,2.36505751263325,657,2.3343818440668698,657,2.304510069185562
658,2.4289716711145233,658,2.3965864226510485,658,2.3650741343310604,658,2.3343982761402366,658,2.304526311539714
659,2.428988673703698,659,2.3966032315227284,659,2.36509075398198,659,2.3344147061836193,659,2.3045425518919216
660,2.4290056742019837,660,2.3966200383331793,660,2.3651073715861677,660,2.334431134197184,660,2.3045587902423352
661,2.429022672609567,661,2.3966368430825606,661,2.365123987143781,661,2.3344475601810943,661,2.304575026591104
662,2.4290396689266314,662,2.3966536457710315,662,2.3651406006549784,662,2.334463984135517,662,2.3045912609383787
663,2.4290566631533634,663,2.396670446398751,663,2.365157212119917,663,2.3344804060606172,663,2.304607493284307
664,2.429073655289946,664,2.396687244965877,664,2.3651738215387557,664,2.3344968259565597,664,2.3046237236290397
665,2.4290906453365655,665,2.396704041472571,665,2.3651904289116517,665,2.334513243823509,665,2.3046399519727276
666,2.4291076332934067,666,2.3967208359189893,666,2.3652070342387623,666,2.334529659661632,666,2.304656178315518
667,2.4291246191606537,667,2.3967376283052912,667,2.3652236375202476,667,2.3345460734710923,667,2.3046724026575625
668,2.4291416029384925,668,2.3967544186316374,668,2.3652402387562637,668,2.3345624852520563,668,2.304688624999011
669,2.429158584627107,669,2.3967712068981855,669,2.365256837946969,669,2.3345788950046886,669,2.3047048453400114
670,2.429175564226683,670,2.3967879931050953,670,2.3652734350925217,670,2.3345953027291553,670,2.3047210636807156
671,2.429192541737405,671,2.396804777252526,671,2.36529003019308,671,2.3346117084256215,671,2.3047372800212713
672,2.4292095171594577,672,2.396821559340635,672,2.365306623248801,672,2.334628112094251,672,2.3047534943618295
673,2.429226490493027,673,2.3968383393695825,673,2.365323214259843,673,2.3346445137352116,673,2.3047697067025386
674,2.429243461738297,674,2.3968551173395265,674,2.365339803226365,674,2.3346609133486655,674,2.3047859170435494
675,2.429260430895452,675,2.396871893250628,675,2.3653563901485226,675,2.3346773109347807,675,2.3048021253850126
676,2.429277397964678,676,2.396888667103045,676,2.3653729750264763,676,2.33469370649372,676,2.3048183317270765
677,2.4292943629461594,677,2.396905438896936,677,2.3653895578603823,677,2.3347101000256507,677,2.3048345360698903
678,2.4293113258400827,678,2.39692220863246,678,2.3654061386504,678,2.334726491530738,678,2.304850738413604
679,2.4293282866466304,679,2.396938976309776,679,2.3654227173966866,679,2.334742881009145,679,2.3048669387583685
680,2.4293452453659885,680,2.3969557419290437,680,2.3654392940993993,680,2.3347592684610396,680,2.3048831371043317
681,2.4293622019983423,681,2.3969725054904214,681,2.365455868758697,681,2.3347756538865854,681,2.304899333451645
682,2.4293791565438765,682,2.3969892669940682,682,2.3654724413747363,682,2.3347920372859488,682,2.3049155278004587
683,2.4293961090027754,683,2.3970060264401445,683,2.3654890119476777,683,2.3348084186592937,683,2.30493172015092
684,2.4294130593752246,684,2.397022783828806,684,2.365505580477677,684,2.3348247980067858,684,2.304947910503179
685,2.4294300076614084,685,2.397039539160215,685,2.3655221469648926,685,2.33484117532859,685,2.304964098857388
686,2.4294469538615133,686,2.397056292434529,686,2.3655387114094837,686,2.334857550624873,686,2.3049802852136936
687,2.4294638979757224,687,2.3970730436519068,687,2.365555273811606,687,2.334873923895799,687,2.3049964695722482
688,2.4294808400042207,688,2.397089792812509,688,2.365571834171419,688,2.3348902951415336,688,2.305012651933199
689,2.429497779947195,689,2.397106539916492,689,2.365588392489082,689,2.334906664362242,689,2.3050288322966974
690,2.4295147178048286,690,2.397123284964016,690,2.3656049487647497,690,2.3349230315580893,690,2.3050450106628926
691,2.429531653577306,691,2.397140027955241,691,2.365621502998581,691,2.3349393967292404,691,2.3050611870319337
692,2.429548587264814,692,2.397156768890325,692,2.365638055190736,692,2.3349557598758603,692,2.305077361403972
693,2.429565518867536,693,2.3971735077694274,693,2.36565460534137,693,2.334972120998116,693,2.305093533779156
694,2.4295824483856574,694,2.3971902445927062,694,2.3656711534506427,694,2.334988480096171,694,2.3051097041576343
695,2.4295993758193632,695,2.397206979360322,695,2.3656876995187117,695,2.3350048371701915,695,2.3051258725395596
696,2.429616301168838,696,2.397223712072432,696,2.3657042435457343,696,2.3350211922203425,696,2.305142038925079
697,2.429633224434267,697,2.397240442729197,697,2.365720785531869,697,2.3350375452467884,697,2.3051582033143436
698,2.4296501456158355,698,2.397257171330774,698,2.365737325477273,698,2.3350538962496956,698,2.3051743657075026
699,2.4296670647137284,699,2.3972738978773243,699,2.3657538633821056,699,2.3350702452292293,699,2.3051905261047057
700,2.4296839817281284,700,2.397290622369005,700,2.3657703992465233,700,2.3350865921855544,700,2.3052066845061026
701,2.429700896659224,701,2.3973073448059763,701,2.3657869330706847,701,2.335102937118836,701,2.3052228409118425
702,2.429717809507198,702,2.3973240651883962,702,2.3658034648547486,702,2.3351192800292395,702,2.3052389953220764
703,2.4297347202722364,703,2.3973407835164244,703,2.365819994598872,703,2.3351356209169305,703,2.3052551477369523
704,2.4297516289545222,704,2.3973574997902194,704,2.3658365223032125,704,2.335151959782074,704,2.305271298156623
705,2.4297685355542424,705,2.3973742140099406,705,2.3658530479679287,705,2.3351682966248353,705,2.3052874465812336
706,2.4297854400715804,706,2.3973909261757473,706,2.365869571593179,706,2.3351846314453795,706,2.305303593010937
707,2.429802342506723,707,2.397407636287798,707,2.3658860931791197,707,2.335200964243871,707,2.305319737445883
708,2.4298192428598533,708,2.39742434434625,708,2.365902612725911,708,2.3352172950204766,708,2.305335879886219
709,2.429836141131156,709,2.397441050351266,709,2.365919130233708,709,2.335233623775361,709,2.305352020332098
710,2.4298530373208176,710,2.3974577543030016,710,2.365935645702672,710,2.3352499505086888,710,2.3053681587836667
711,2.429869931429023,711,2.3974744562016186,711,2.365952159132958,711,2.3352662752206266,711,2.305384295241076
712,2.429886823455956,712,2.397491156047274,712,2.365968670524726,712,2.335282597911339,712,2.3054004297044766
713,2.4299037134018016,713,2.397507853840127,713,2.3659851798781326,713,2.3352989185809903,713,2.305416562174017
714,2.429920601266746,714,2.397524549580337,714,2.366001687193336,714,2.3353152372297465,714,2.3054326926498465
715,2.4299374870509736,715,2.3975412432680643,715,2.366018192470495,715,2.3353315538577735,715,2.3054488211321154
716,2.429954370754668,716,2.3975579349034652,716,2.3660346957097675,716,2.3353478684652362,716,2.3054649476209743
717,2.429971252378015,717,2.3975746244867007,717,2.3660511969113105,717,2.335364181052299,717,2.305481072116571
718,2.4299881319212,718,2.3975913120179286,718,2.366067696075282,718,2.335380491619128,718,2.3054971946190568
719,2.4300050093844083,719,2.397607997497308,719,2.3660841932018406,719,2.3353968001658885,719,2.3055133151285805
720,2.430021884767823,720,2.3976246809249995,720,2.3661006882911435,720,2.335413106692745,720,2.3055294336452925
721,2.43003875807163,721,2.3976413623011608,721,2.3661171813433506,721,2.335429411199863,721,2.305545550169342
722,2.4300556292960156,722,2.39765804162595,722,2.3661336723586173,722,2.3354457136874083,722,2.305561664700879
723,2.4300724984411626,723,2.3976747188995278,723,2.3661501613371025,723,2.3354620141555467,723,2.305577777240053
724,2.430089365507257,724,2.397691394122053,724,2.3661666482789645,724,2.3354783126044416,724,2.305593887787014
725,2.430106230494484,725,2.397708067293683,725,2.3661831331843612,725,2.335494609034259,725,2.305609996341911
726,2.430123093403027,726,2.397724738414578,726,2.3661996160534504,726,2.3355109034451655,726,2.305626102904895
727,2.430139954233073,727,2.3977414074848977,727,2.36621609688639,727,2.335527195837324,727,2.305642207476115
728,2.4301568129848046,728,2.3977580745048006,728,2.366232575683338,728,2.335543486210902,728,2.305658310055719
729,2.4301736696584104,729,2.3977747394744444,729,2.3662490524444526,729,2.3355597745660637,729,2.3056744106438605
730,2.4301905242540704,730,2.397791402393989,730,2.3662655271698907,730,2.3355760609029743,730,2.305690509240685
731,2.4302073767719734,731,2.397808063263594,731,2.366281999859812,731,2.3355923452217984,731,2.3057066058463462
732,2.430224227212303,732,2.397824722083418,732,2.3662984705143737,732,2.3356086275227033,732,2.305722700460991
733,2.4302410755752435,733,2.3978413788536184,733,2.3663149391337326,733,2.335624907805851,733,2.3057387930847693
734,2.430257921860981,734,2.3978580335743565,734,2.366331405718048,734,2.3356411860714106,734,2.305754883717832
735,2.4302747660697,735,2.3978746862457907,735,2.366347870267477,735,2.335657462319544,735,2.3057709723603277
736,2.430291608201586,736,2.3978913368680796,736,2.3663643327821786,736,2.3356737365504197,736,2.3057870590124074
737,2.430308448256822,737,2.3979079854413823,737,2.36638079326231,737,2.3356900087642,737,2.3058031436742197
738,2.430325286235595,738,2.3979246319658576,738,2.366397251708029,738,2.3357062789610517,738,2.3058192263459145
739,2.430342122138089,739,2.3979412764416645,739,2.3664137081194947,739,2.3357225471411396,739,2.3058353070276416
740,2.4303589559644885,740,2.3979579188689626,740,2.366430162496863,740,2.3357388133046286,740,2.3058513857195515
741,2.4303757877149796,741,2.39797455924791,741,2.3664466148402936,741,2.335755077451684,741,2.3058674624217925
742,2.4303926173897463,742,2.3979911975786674,742,2.3664630651499445,742,2.335771339582473,742,2.305883537134515
743,2.430409444988973,743,2.3980078338613913,743,2.366479513425972,743,2.335787599697159,743,2.30589960985787
744,2.430426270512847,744,2.398024468096242,744,2.366495959668536,744,2.335803857795906,744,2.3059156805920042
745,2.4304430939615513,745,2.398041100283378,745,2.3665124038777927,745,2.3358201138788814,745,2.3059317493370703
746,2.430459915335271,746,2.3980577304229596,746,2.3665288460539022,746,2.335836367946251,746,2.3059478160932163
747,2.430476734634191,747,2.398074358515145,747,2.36654528619702,747,2.3358526199981773,747,2.305963880860592
748,2.4304935518584965,748,2.398090984560093,748,2.3665617243073056,748,2.3358688700348282,748,2.3059799436393473
749,2.430510367008373,749,2.3981076085579627,749,2.366578160384916,749,2.335885118056367,749,2.305996004429632
750,2.4305271800840043,750,2.3981242305089125,750,2.3665945944300106,750,2.3359013640629613,750,2.306012063231597
751,2.4305439910855755,751,2.398140850413102,751,2.3666110264427465,751,2.3359176080547743,751,2.3060281200453896
752,2.4305608000132723,752,2.3981574682706914,752,2.366627456423281,752,2.3359338500319713,752,2.3060441748711606
753,2.430577606867279,753,2.398174084081837,753,2.366643884371773,753,2.3359500899947183,753,2.3060602277090605
754,2.4305944116477805,754,2.3981906978467,754,2.36666031028838,754,2.33596632794318,754,2.3060762785592384
755,2.430611214354963,755,2.3982073095654384,755,2.36667673417326,755,2.335982563877523,755,2.3060923274218443
756,2.43062801498901,756,2.398223919238212,756,2.3666931560265714,756,2.335998797797911,756,2.306108374297027
757,2.430644813550106,757,2.398240526865178,757,2.3667095758484713,757,2.3360150297045092,757,2.306124419184937
758,2.4306616100384377,758,2.398257132446497,758,2.366725993639118,758,2.336031259597485,758,2.306140462085724
759,2.4306784044541887,759,2.398273735982329,759,2.36674240939867,759,2.3360474874770008,759,2.3061565029995363
760,2.430695196797543,760,2.3982903374728304,760,2.3667588231272845,760,2.3360637133432234,760,2.3061725419265264
761,2.430711987068689,761,2.398306936918161,761,2.36677523482512,761,2.336079937196318,761,2.306188578866842
762,2.4307287752678084,762,2.398323534318481,762,2.3667916444923334,762,2.3360961590364497,762,2.3062046138206327
763,2.4307455613950872,763,2.398340129673948,763,2.366808052129084,763,2.336112378863784,763,2.306220646788049
764,2.4307623454507103,764,2.398356722984723,764,2.36682445773553,764,2.3361285966784853,764,2.3062366777692396
765,2.4307791274348625,765,2.3983733142509625,765,2.366840861311828,765,2.3361448124807196,765,2.306252706764356
766,2.430795907347729,766,2.398389903472826,766,2.366857262858136,766,2.3361610262706525,766,2.3062687337735466
767,2.4308126851894953,767,2.398406490650473,767,2.3668736623746134,767,2.3361772380484482,767,2.3062847587969615
768,2.430829460960345,768,2.3984230757840646,768,2.3668900598614164,768,2.336193447814273,768,2.3063007818347496
769,2.430846234660463,769,2.398439658873756,769,2.366906455318704,769,2.336209655568291,769,2.3063168028870615
770,2.4308630062900356,770,2.398456239919708,770,2.366922848746634,770,2.3362258613106683,770,2.306332821954047
771,2.4308797758492475,771,2.3984728189220803,771,2.3669392401453644,771,2.3362420650415694,771,2.306348839035855
772,2.430896543338282,772,2.3984893958810303,772,2.366955629515053,772,2.3362582667611607,772,2.3063648541326365
773,2.430913308757326,773,2.3985059707967182,773,2.3669720168558577,773,2.3362744664696073,773,2.3063808672445396
774,2.4309300721065625,774,2.3985225436693023,774,2.366988402167936,774,2.3362906641670738,774,2.306396878371715
775,2.430946833386178,775,2.3985391144989427,775,2.3670047854514467,775,2.336306859853725,775,2.3064128875143117
776,2.430963592596357,776,2.3985556832857964,776,2.3670211667065475,776,2.336323053529727,776,2.306428894672482
